director,Action,Anime,British,Children & Family,Classic,Classic & Cult,Comedies,Crime,Cult,Documentaries,Documentary Series,Dramas,Horror,Independent,International,LGBTQ,Movies,Romance,Sci-Fi,Sci-Fi & Fantasy,Science & Nature,Sports,TV,Teen,Thriller
Maïwenn,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0
McG,130,0,0,0,0,0,57,0,0,0,0,0,20,23,0,0,0,0,63,0,0,0,0,0,0
Meenu Gaur,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Megan Siler,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
Megha Ramaswamy,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Mehdi Idir,0,0,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0
Mehmet Ada Öztekin,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
Meisa Felaroze,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
Mel Smith,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
Mel Stuart,0,0,0,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanie Mayron,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meltem Bozoflu,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
Meng Hua Ho,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
Merawi Gerima,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
Mercedes Cordova,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Meshal Aljaser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Mez Tharatorn,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0
Mic Rodgers,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael A. Nickles,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Michael Anderson,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Apted,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Arias,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Michael Barnett,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Barrett,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0
Michael Bay,31,0,0,0,0,0,20,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Buster,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Carney,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Civille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Michael Cristofer,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
Michael Cuesta,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12
Michael Cumming,0,0,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Curtiz,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael D. Black,0,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Damian,0,0,0,7,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0
Michael Doneger,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0
Michael Dowse,4,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0
Michael Duggan,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Epstein,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Fahey,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Michael Feifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Michael Fimognari,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Michael G. Kehoe,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Michael Gallagher,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Goguen,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael J. Bassett,32,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0
Michael Jai White,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0
Michael James Regan,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Jones,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0
Michael Kampa,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kennedy,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Michael Larnell,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Lennox,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Michael Lockshin,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0
Michael M. Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Michael Martin,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Mason,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael McKay,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Patrick King,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0
Michael Paul Stephenson,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Michael Petroni,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32
Michael Polish,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Pressman,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Radford,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Michael Ritchie,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Roberts,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Michael Rymer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Michael Samuels,0,0,16,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Seater,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Michael Showalter,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Michael Simon,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Socha,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Spierig,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0
Michael Steiner,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Michael Thelin,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Michael Tiddes,0,0,0,0,0,0,40,0,0,0,0,0,22,0,0,0,0,12,0,0,0,0,0,0,0
Michael Ware,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Michael Wech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Michael Whitton,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Michael Winnick,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Michael Winterbottom,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
Michał Tylka,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Michel Gondry,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel Hazanavicius,0,0,0,0,0,0,36,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0
Michel Tikhomiroff,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,14
Michelle Bello,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0
Michelle Johnston,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle MacLaren,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
Michihito Fujii,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0
Michèle Ohayon,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Fonseca,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,8
Mickey Liddell,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
Midhun Manuel Thomas,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Miguel Alexandre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
Miguel Arteta,0,0,0,9,0,0,9,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0
Miguel Cohan,0,0,0,0,0,0,0,0,0,0,0,32,0,32,32,0,0,0,0,0,0,0,0,0,0
Miguel Conde,0,0,0,0,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Lamata,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Vivas,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10
Mijke de Jong,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0
Mika Kaurismäki,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0
Mikael Håfström,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Binder,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Birbiglia,0,0,0,0,0,0,9,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Mike Clattenburg,0,0,0,0,0,0,38,0,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Mike Disa,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Diva,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0
Mike Doyle,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Mike Elliott,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Ezuruonye,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Mike Fetterly,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Flanagan,0,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,33
Mike Gabriel,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Gunther,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Hodges,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,28
Mike Judge,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike McCoy,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Mills,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
Mike Myhre,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Newell,0,0,0,0,13,0,13,0,0,0,0,41,0,0,13,0,0,21,0,0,0,0,0,0,10
Mike Nicoll,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Mike Rianda,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Rohl,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Smith,0,0,0,0,0,0,26,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0
Mike Wiluan,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
Mikhail Red,0,0,0,0,0,0,0,0,0,0,0,34,14,0,48,0,0,0,0,0,0,0,0,0,34
Mikhil Musale,0,0,0,0,0,0,11,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0
Milan Luthria,10,0,0,0,0,0,15,0,0,0,0,41,0,0,51,0,0,0,0,0,0,0,0,0,8
Milind Dhaimade,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
Milind Rau,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6
Milton Kremer,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Mimi Leder,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mina Shum,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir Mukarram Hossain,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
Mir-Jean Bou Chaaya,0,0,0,0,0,0,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0
Miranda de Pencier,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,0,0
Mitch Gould,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0
Mitch Schauer,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
Mitzi Vanessa Arreola,12,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0
Moataz El Tony,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Mohamed Diab,0,0,0,0,0,0,0,0,0,0,0,32,0,32,32,0,0,0,0,0,0,0,0,0,0
Mohamed Hamdy,3,0,0,0,0,0,11,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0
Mohamed Khan,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
Mohamed Mostafa,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
Mohamed Samy,9,0,0,0,0,0,4,0,0,0,0,3,0,0,13,0,0,4,0,0,0,0,0,0,0
Mohamed Yassin,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
Mohamed al Salman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Mohammad Adel,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Mohammad Irfan Ramly,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
Mohammed Alhmly,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Mohammed El-Tahawy,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
Mohammed Hussain,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Mohammed Saeed Harib,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohd Khairul Azri Bin Md Noor,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Mohit Suri,8,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,0,15,0,0,0,0,0,0,0
Mohsin Ali,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Momoko Kamiya,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monica Floyd,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monika Mitchell,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Monique Gardenberg,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,0,0,0,0,0,0,0,0,0
Monière,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
Monty Tiwa,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,0,0,0,0,0,0,0
Morgan Ingari,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
Morgan Matthews,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Morgan Neville,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Spurlock,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Moses Inwang,0,0,0,0,0,0,18,0,0,0,0,18,0,0,36,0,0,7,0,0,0,0,0,0,9
Mostafa Abu Seif,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0
Mostofa Sarwar Farooki,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0
Moto Sakakibara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Motonori Sakakibara,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moyoung Jin,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozez Singh,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Mrighdeep Singh Lamba,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Mu Chu,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Muh Chen,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
Muhammad Ali,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Muhammad Fadl,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Muharrem Gülmez,0,0,0,0,0,0,20,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0
Mukesh Vohra,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Mukul Anand,15,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0
Munish Bhardwaj,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0
Munjal Shroff,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murat Kepez,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Musing Derrick,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Musthafa,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0
Muzi Mthembu,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0
Myriam Aziza,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0
Myriam Fares,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mysskin,7,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,5
Måns Herngren,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Måns Mårlind,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,0,0,10
Müfit Can Saçıntı,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
N. Chandra,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17,0,0,0,0,0,0,0,0,0,0
N. Linguswamy,13,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0
N.D. Wilson,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
Na Hyeon,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Nabil Ayouch,0,0,0,0,0,0,0,0,0,0,0,16,0,16,16,0,0,0,0,0,0,0,0,0,0
Nacho G. Velilla,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Nag Ashwin,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0
Nagesh Kukunoor,0,0,0,0,0,0,12,0,0,0,0,40,0,18,32,0,0,0,0,0,0,0,0,0,7
Nagraj Manjule,0,0,0,0,0,0,0,0,0,0,0,15,0,10,15,0,0,5,0,0,0,0,0,0,0
Najwa Najjar,0,0,0,0,0,0,0,0,0,0,0,28,0,28,28,0,0,0,0,0,0,0,0,0,0
Nalan Kumarasamy,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0
Nam Ron,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Naman Nitin Mukesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
Namcito,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0
Nana Ekvtimishvili,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27,0,0,0,0,0,0,0,0,0,0
Nancy Florence Savard,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Meyers,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Nandita Das,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0
Naoko Yamada,0,18,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0
Narendra Nath,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0
Naresh Saigal,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0
Naseef Yusuf Izuddin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Natalia Garagiola,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0
Natalie Portman,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0
Natasha Lyonne,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate Adams,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Nathan Greno,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Ives,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
Nathan Landeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Nathan Morlando,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8
Nathan Wiley,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathanael Wiseman,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Warsh,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Nattawut Poonpiriya,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10
Navaniat Singh,16,0,0,0,0,0,16,0,0,0,0,28,0,0,12,0,0,12,0,0,0,0,0,0,0
Navdeep Singh,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10
Navinder Pal Singh,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0
Navjot Gulati,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0
Navneet Behal,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0
Navot Papushado,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nawapol Thamrongrattanarit,0,0,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,6,0,0,0,0,0,0,0
Naya Anindita,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0
